Grade Distribution for Spring 2015 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2014-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 3/16/2015,,,,,,,,,,, ,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Grades for Course
2015 Spring,English,ENGLISH,English,166,2,Special Topics,Mark Goble,28118,,4,13,11,14,5,3,1,,,,,,3,,1,,1,56
2015 Spring,English,ENGLISH,English,166,3,Special Topics,Eric Naiman,28121,,3,4,5,5,4,3,,,,,,,9,,,,,33
2015 Spring,English,ENGLISH,English,174,1,Lit & History,Scott Saul,28124,,7,5,8,5,,,,,,,,,5,,,,1,31
2015 Spring,English,ENGLISH,English,180A,1,Autobiography,Georgina Kleege,28133,,11,8,19,2,,,,,,,,,3,,,,2,45
2015 Spring,English,ENGLISH,English,180H,1,Short Story,Vikram Chandra,28136,,6,28,13,2,1,,,,,,,,9,,,,1,60
2015 Spring,English,ENGLISH,English,180N,1,The Novel,Dorothy Hale,28139,,3,4,6,3,,,,,,,,,2,,,,,18
2015 Spring,English,ENGLISH,English,180Z,1,Science Fiction,Donna Jones,28154,,8,10,20,9,1,1,,,,,,,5,,,,4,58
2015 Spring,English,ENGLISH,English,190,1,Research Seminar,Dorothy Hale,28157,,6,6,3,2,,1,,,,,,1,,,,,1,20
2015 Spring,English,ENGLISH,English,190,2,Research Seminar,Mark Danner,28160,,5,10,6,2,,,,,,,,1,,,1,,,25
2015 Spring,English,ENGLISH,English,190,5,Research Seminar,Steven Goldsmith,28166,,1,3,6,3,1,,,,,,,1,1,,,,2,18
2015 Spring,English,ENGLISH,English,190,6,Research Seminar,Steven Lee,28169,,4,3,6,1,,,,,,,,1,1,,,,1,17
2015 Spring,English,ENGLISH,English,190,7,Research Seminar,Mitchell Breitwieser,28172,3,9,10,,,,,,2,,,,,,,,,1,25
2015 Spring,English,ENGLISH,English,190,9,Research Seminar,Jeffrey Knapp,28178,1,6,6,1,7,1,,,,,,,1,,,,,,23
2015 Spring,English,ENGLISH,English,190,10,Research Seminar,George Starr,28181,,4,12,2,1,,,,,,,,,1,,,,2,22
2015 Spring,English,ENGLISH,English,190,11,Research Seminar,Julia Bader,28184,,5,3,4,,,,,,,,,,,,,,8,20
2015 Spring,English,ENGLISH,English,190,12,Research Seminar,D Miller,28190,1,8,1,,,,,,,,,,,,,,,1,11
2015 Spring,English,ENGLISH,English,H195B,1,Honors Course,Samuel Otter,28196,2,8,3,1,,1,,,1,,,,,,,,,,16
2015 Spring,English,ENGLISH,English,H195B,2,Honors Course,Katherine Snyder,28199,,11,4,2,,,,,,,,,,,,,,,17
2015 Spring,English,ENGLISH,English,198,3,Directed Group Stdy,Elizabeth Abel,28208,,,,,,,,,,,,,,18,1,1,,,20
2015 Spring,English,ENGLISH,English,198,7,Directed Group Stdy,Kevis Bea Goodman,28220,,,,,,,,,,,,,,31,,1,,,32
2015 Spring,English,ENGLISH,English,198,10,Directed Group Stdy,Georgina Kleege,28229,,,,,,,,,,,,,,17,,1,,,18
2015 Spring,English,ENGLISH,English,198BC,1,Directed Group Stud,Kathleen Donegan; Rasheed Tazudeen,28250,,,,,,,,,,,,,,19,,2,,,21
2015 Spring,English,ENGLISH,English,198BC,3,Directed Group Stud,Kathleen Donegan; Rasheed Tazudeen,28256,,,,,,,,,,,,,,20,,1,,,21
2015 Spring,English,ENGLISH,English,198BC,4,Directed Group Stud,Irene Yoon; Kathleen Donegan,28259,,,,,,,,,,,,,,18,,1,,,19
2015 Spring,English,ENGLISH,English,198BC,7,Directed Group Stud,Jonathan Shelley; Kathleen Donegan,28268,,,,,,,,,,,,,,17,,1,,,18
2015 Spring,English,ENGLISH,English,198BC,8,Directed Group Stud,Kathleen Donegan; Stephanie Moore,28271,,,,,,,,,,,,,,17,,1,,,18
2015 Spring,English,ENGLISH,English,198BC,9,Directed Group Stud,Jonathan Shelley; Kathleen Donegan,28274,,,,,,,,,,,,,,17,,1,,,18
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C11,1,Us & Global Forest,Lynn Huntsinger,28827,2,39,9,11,16,4,2,3,,,1,,,16,,,,1,104
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",15,1,Intro Environ Sci,Allen Goldstein; Mary Firestone,28848,2,46,14,11,20,5,2,5,3,,2,,3,31,,5,,,149
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",42,1,Insect Natural Hist,Kipling Will,28881,,10,8,5,2,1,,,,,,,1,18,,1,,1,47
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",50AC,1,Intro Cult/Res Mgt,Carolyn Finney,28884,7,108,41,23,12,2,1,3,,,,,,33,,2,,,232
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",60,1,U.S. Environ Policy,Alastair Iles,28914,5,21,9,8,5,,,,1,,,,,2,,,,1,52
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",72,1,Gis,Van Butsic,28926,,10,6,4,,2,,1,,,,,,4,,,,1,28
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",90,1,Intro To Crs Major,Ignacio Chapela,28932,,36,,,,,,,,,,,,3,,,,,39
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98,4,Directed Group Stdy,Matthew Potts,28944,,,,,,,,,,,,,,13,,2,,,15
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",100ES,1,Methods Of Env Sci,John Battles,29289,,10,21,6,5,4,,,,,,,,,,,,1,47
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",102C,1,Resource Mangmt,Federico Castillo,29301,1,4,9,6,7,,3,1,,2,,,,,,,,,33
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",102D,1,Resource Policy,Jonas Meckling,29310,2,21,15,4,10,4,,1,,,,,1,1,,1,,,60
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",111,1,Ecosystem Ecology,Whendee Silver,29325,2,3,5,3,2,2,,2,,,1,,1,1,,2,,,24
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",112,1,Microbial Ecology,Rodrigo Almeida,29336,3,1,6,4,3,,,1,,,,,,2,,,,,20
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",113,1,Insect Ecology,Nicholas Mills,29337,,7,12,9,6,3,,,,,,,,6,,,,,43
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",114,1,Wildlife Ecology,Justin Brashares,29340,23,22,32,26,17,16,9,2,3,,2,,4,7,,3,,1,167
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C115C,1,Fish Ecology,Stephanie Carlson,29367,,9,5,5,1,1,1,,,,,,1,,,,,,23
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",121,1,Soil Development,Ronald Amundson,29376,,4,4,1,,,,,,,,,,,,2,,,11
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",131,1,Microbial Ecology,Eoin Brodie; Mary Firestone,29388,2,10,7,6,2,4,,2,,,1,,,5,,,,,39
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",132,1,Spider Biology,Rosemary Gillespie,29391,3,10,4,8,5,8,5,4,,,,,1,1,,1,,,50
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",134,1,For Ecosys Disrupt,Ignacio Chapela; Nicholas Mills; Scott Stephens,29400,1,10,7,8,9,3,,,,,,,,3,,,,1,42
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C138,1,Intro Comp Virology,Andrew Jackson; Peter Dailey,29403,,3,1,,4,,3,5,2,,1,,,,,,,,19
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",144,1,Insect Physiology,Mark Tanouye,29409,3,28,11,,3,1,,,,,,,,3,,,,,49
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",147,1,Field Entomology,Peter Oboyski,29418,,19,,,,,,,,,,,,2,,,,,21
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C148,1,Pesticide Chem Tox,John Casida,29424,1,2,4,4,1,,,1,,,,,,,,,,,13
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",156,1,Animal Communicatio,Damian Elias,29444,2,6,,3,3,,1,,,,1,,,9,,,,,25
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",158,1,Cons Working Lands,Claire Kremen,29445,4,9,8,2,1,,,,,,,,,,,,,,24
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C159,1,Human Diet,Katharine Milton,29448,1,6,9,7,5,6,9,3,4,,,,2,10,,2,,,64
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",163AC,1,Enviro Just:Equity,Dara O'Rourke,29466,10,49,21,13,10,2,,1,1,,,,4,10,,1,,1,123
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",165,1,Int'L Rural Dev Pol,Sam Wilson,29487,,10,8,11,8,,1,,,,,,,5,,,,2,45
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C167,1,Env Health & Dev,Rachel Morello-Frosch,29502,7,37,17,8,2,1,,,1,,,,,2,,,,2,77
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",175B,1,Sen Res Sem Env Sci,Kurt Spreyer,29538,,11,8,2,2,,,,,,,,,,,,,1,24
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",175L,1,Sen Res Lab Env Sci,Kurt Spreyer,29544,,10,3,1,,,,,,,,,,,,,,1,15
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",175L,2,Sen Res Lab Env Sci,Patina Mendez,29547,,11,1,,,,,,,,,,,,,,,,12
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",181A,1,Fire Ecology,Scott Stephens,29601,,5,5,4,2,1,,1,,,,,,1,1,,,,20
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C183,1,Forest Ecosyst Mgmt,Matthew Potts,29604,,6,5,2,2,3,2,2,2,,,,1,,,1,,,26
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",186,1,Range Management,Peter Hopkinson,29612,,9,4,6,5,2,1,2,,1,,,,1,,2,,1,34
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",192,1,Mol Prob Solving,Neil Tsutsui,29631,5,5,3,,,,,,,,,,,,,,,,13
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",194B,1,Secapstone,Rachel Morello-Frosch,29643,,9,9,7,1,,,,,,,,,1,,,,,27
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",194B,2,Secapstone,David Winickoff,29646,,5,7,5,,,,,,,,,,,,,,,17
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",198,4,Directed Group Stdy,Matthew Potts,29952,,,,,,,,,,,,,,17,,2,,,19
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",198,9,Directed Group Stdy,Kurt Spreyer,29967,,,,,,,,,,,,,,18,,,,1,19
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",198,13,Directed Group Stdy,Scott Stephens,29979,,,,,,,,,,,,,,9,,1,,,10
2015 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",198BC,6,Directed Group Stud,Justin Brashares; Theodore Grudin,30027,,,,,,,,,,,,,,17,,1,,,18
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,R2A,1,Reading&Composition,Anna Leong,5353,,3,19,7,,,,,,,,,,,,1,,1,31
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,R2A,2,Reading&Composition,Anna Leong; Gordon Steil,5362,1,9,9,1,,,,,,,,,1,,,,,,21
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,R2B,1,Reading&Composition,Anna Leong,5368,,4,9,7,3,2,,,,,,,1,,,,,,26
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,R2B,2,Reading&Composition,Anna Leong; William Gow,5377,,10,3,2,2,1,,,,,,,,,,,,,18
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,20B,1,Intro Contemp Issue,Harvey Dong,5398,,37,8,2,3,,,1,,,,,1,3,,1,,,56
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,131,1,Asian Diaspora,Lok Siu,5521,,11,7,3,2,,,1,,,,,2,1,,,,,27
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,132AC,1,Islamophobia,Hatem Bazian,5524,30,25,25,14,,5,,,,,,,,34,,,,,133
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,145,1,Politics/Pub Policy,Michael Omi,5542,1,3,1,8,1,2,1,,1,,,,1,,,2,,,21
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,146,1,Asian Amer & Educ,Lisa Hirai Tsuchitani,5545,3,11,6,5,1,,,,,,,,,,,,,1,27
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,150,1,Asian Amer Families,Keiko Yamanaka,5548,1,9,4,6,1,2,,,,,,,,1,,,,1,25
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,151AC,1,Asian Amer Women,Young Shin,5551,3,15,4,4,2,,,1,,,,,,,,,,,29
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,171,1,"Asam In Film, Video",Elaine Kim,5554,4,16,15,8,6,2,2,,1,,,,1,4,,1,,,60
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,175,1,Contemp Narratives,Maria Barrios-Leblanc,5572,11,27,,,,,,,,,,,,3,,,,,41
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,176,1,Genre As Amer Lit,Fae Ng,5575,14,11,1,,,,,,,,,,,,,,,,26
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,190,1,Sem-Advanced Topics,Jane Singh,5581,,11,,1,,,,,,,,,,,,,,,12
2015 Spring,Ethnic Studies,ASAMST,Asian American Studies,198,9,Superv Group Study,Harvey Dong,5677,,,,,,,,,,,,,,10,2,,,,12
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,R1A,1,Reading & Comp,Alejandro Garcia; Alex Saragoza,13303,,2,10,5,1,,,,,,,,,,,,,1,19
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,R1B,1,Reading & Comp,Alex Saragoza; Robert Reyes,13309,1,3,9,3,2,,,,,,,,,,,,,,18
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,R1B,2,Reading & Comp,Alex Saragoza; Cynthia Ledesma,13315,,11,2,3,1,,,,,,,,2,,,,,,19
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,20,1,Intro Chicano Cult,Pablo Gonzalez,13321,3,23,10,3,4,1,,,,,,,,4,,,,,48
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,97,1,Field Study,Alex Saragoza,13330,,,,,,,,,,,,,,20,,1,,3,24
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,98,2,Superv Group Study,Alex Saragoza,13372,,,,,,,,,,,,,,17,,,,14,31
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,135B,1,Contemp Latino Film,Raymond Telles,13444,3,44,35,6,14,1,1,3,,,,,,2,,,,3,112
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,150B,1,Hist Of Southwest,David Montejano,13453,2,4,2,2,5,1,,,,,,,,4,,1,,1,22
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,159,1,Mexican Immigration,Alex Saragoza,13456,1,6,7,10,7,1,1,,,,,,1,3,,,,,37
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,176,1,Chic Health Care,Bernard Griego,13468,4,10,9,2,9,,,,,,,,1,3,,,,,38
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,180,1,Topics In Chic Stud,Alex Saragoza,13471,,4,5,4,3,,,,,,,,,5,,,,1,22
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,180,2,Topics In Chic Stud,Alex Saragoza,13474,,5,9,2,6,2,,,,,,,,5,,,,,29
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,180,3,Topics In Chic Stud,Laura Perez,13476,3,2,,1,,,,,,,,,,,,1,,4,11
2015 Spring,Ethnic Studies,CHICANO,Chicano Studies,180AC,1,Topics In Chic Stud,Celia Rodriguez,13477,7,8,4,3,,,,,,,,,,1,,,,,23
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,11AC,1,Theories/Concepts,Keith Feldman,31003,,24,18,10,13,8,5,1,3,,2,2,3,11,,,,2,102
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,24,1,Freshman Seminar,Alex Saragoza,31033,,,,,,,,,,,,,,15,,1,,,16
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,98,19,Superv Group Study,Raymond Telles,31153,,,,,,,,,,,,,,12,,2,,,14
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,100,1,Comp Eth Lit,Gregory Choy,31192,1,15,8,1,2,,,,,,,,,1,,,,,28
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,101B,1,Humanities Methods,Darby Price,31195,1,16,18,4,2,4,,4,1,,,1,,1,,,,,52
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,103E,1,Racial Gend&Pop Cul,Keith Feldman; Kim Tran,31204,6,8,5,,,,,,,,1,,,1,,1,,1,23
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,122AC,1,Eth/Race In Am Film,Darby Price,31207,,5,8,1,3,3,2,,1,,,,,4,,,,,27
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,C126,1,Gender & Sexuality,Jacqueline Asher,31210,,4,4,3,3,1,,1,,,,,1,5,,,,,22
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,174,1,Exist Panic The Lit,Gregory Choy,31219,1,18,4,2,1,,,1,,,,,,1,,,,,28
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,176,1,Eth Art And Artists,Gregory Choy,31222,,22,3,,1,1,1,,,,,,,1,,,,,29
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,190AC,1,Adv Sem In Eth Std,Victoria Robinson,31267,,9,4,,,,,,,,,,,,,,,1,14
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,197,9,Field Study,Catherine Choy,31306,,,,,,,,,,,,,,34,,,,3,37
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,198,2,Superv Group Study,Keith Feldman,31348,,,,,,,,,,,,,,17,,1,,,18
2015 Spring,Ethnic Studies,ETH STD,Ethnic Studies,198,19,Superv Group Study,Raymond Telles,31399,,,,,,,,,,,,,,14,,3,,1,18
2015 Spring,Ethnic Studies,NATAMST,Native American Studies,R1A,1,"Reading,Composition",Shari Huhndorf; Tasha Hauff,61203,,6,2,,2,2,,,2,,,,2,1,,,,,17
2015 Spring,Ethnic Studies,NATAMST,Native American Studies,R1B,1,"Reading,Composition",Adrian Comly; Shari Huhndorf,61215,,6,4,2,3,,,,,,,,,,,,,,15
2015 Spring,Ethnic Studies,NATAMST,Native American Studies,R1B,2,"Reading,Composition",Julie Underhill; Shari Huhndorf,61221,2,5,1,3,,,1,1,2,,,,1,,,,,,16
2015 Spring,Ethnic Studies,NATAMST,Native American Studies,20B,1,Intro To Nas Ii:Art,Diane Pearson,61227,,17,1,1,1,1,1,,1,,,,,,,,,,23
2015 Spring,Ethnic Studies,NATAMST,Native American Studies,72,1,Nat Am 1900-Present,Enrique Lima,61230,,18,1,,2,,,,,,,,1,3,,,,1,26
2015 Spring,Ethnic Studies,NATAMST,Native American Studies,90,1,"Myth, Memory, Hist",Enrique Lima,61233,,17,1,1,1,1,,,,,,,,1,,,,,22
2015 Spring,Ethnic Studies,NATAMST,Native American Studies,101,1,Nat Am Tribal Govt,Joseph Myers,61254,,,7,4,1,,,,,,,,1,1,,,,,14
2015 Spring,Ethnic Studies,NATAMST,Native American Studies,102,1,Crt Nat Am Lgl Plcy,Thomas Biolsi,61257,,6,4,1,,,1,,,,,,,1,,,,,13
2015 Spring,Ethnic Studies,NATAMST,Native American Studies,110,1,"Theories, Methods",Diane Pearson,61260,,15,4,,,1,,,,,,,,,,,,,20
2015 Spring,Ethnic Studies,NATAMST,Native American Studies,149,1,Gender,Diane Pearson,61266,,21,4,,,,,,,,,,,2,,,,,27
2015 Spring,Film and Media,FILM,Film,R1B,1,Writing-Film Focus,Jonathan Haynes,31603,,20,2,,,,,,,,,,,,,,,,22
2015 Spring,Film and Media,FILM,Film,R1B,2,Writing-Film Focus,Jonathan Haynes,31609,,10,8,,1,,,,,,,,,,,,,,19
2015 Spring,Film and Media,FILM,Film,R1B,3,Writing-Film Focus,Hannah Airriess; Katherine Guerra; Mary Ann Doane,31615,,8,10,6,7,3,,,1,,,,,,,,,,35
2015 Spring,Film and Media,FILM,Film,R1B,4,Writing-Film Focus,Justin Vaccaro; Mary Ann Doane; Robert Alford,31621,1,4,7,5,9,2,,,1,,,,1,,,,,,30
2015 Spring,Film and Media,FILM,Film,R1B,5,Writing-Film Focus,Lisa Jacobson; Mary Ann Doane; Renee Pastel,31627,,5,5,11,7,4,,,,,,,,,,,,,32
2015 Spring,Film and Media,FILM,Film,R1B,6,Writing-Film Focus,Alina Predescu; Linda Witkowski; Mary Ann Doane,31633,,5,3,5,6,3,2,1,,,,,,,,,,,25
2015 Spring,Film and Media,FILM,Film,R1B,7,Writing-Film Focus,Christopher Goetz; Fareed Ben-Youssef; Mary Ann Doane,31639,,7,5,7,10,2,1,,1,,,,1,,,,,1,35
2015 Spring,Film and Media,FILM,Film,25A,1,History Of Film,Eileen Jones,31645,7,8,4,3,4,2,,2,,,,1,,,,,,1,32
2015 Spring,Film and Media,FILM,Film,25B,1,History Of Film,Mary Ann Doane,31651,4,8,11,5,2,4,1,6,1,,2,,2,3,,2,,1,52
2015 Spring,Film and Media,FILM,Film,50,1,Film Intr:Nonmajors,Emily Carpenter,31657,10,34,31,15,4,3,,1,,,,,1,33,,1,,,133
2015 Spring,Film and Media,FILM,Film,98,2,Directed Group Stdy,Jeffrey Skoller,31681,,,,,,,,,,,,,,13,,1,,,14
2015 Spring,Film and Media,FILM,Film,108,2,Film Genre,Emily Carpenter,31693,4,13,3,2,,,,,,,,,,,,2,,1,25
2015 Spring,Film and Media,FILM,Film,108,3,Film Genre,Russell Merritt,31699,,3,2,5,3,3,3,2,2,,,,1,2,,4,,,30
2015 Spring,Film and Media,FILM,Film,128,1,Documentary,Linda Williams,31708,,8,14,2,7,4,4,3,8,4,,,,,,1,,,55
2015 Spring,Film and Media,FILM,Film,140,1,Spec Topics: Film,Mark Berger,31717,,1,1,9,5,5,3,1,2,,,,,8,,1,,,36
2015 Spring,Film and Media,FILM,Film,140,2,Spec Topics: Film,Emily Carpenter,31720,13,12,2,,,,1,,,,,,,1,,,,2,31
2015 Spring,Film and Media,FILM,Film,140,3,Spec Topics: Film,Eileen Jones,31726,1,3,3,5,,,2,1,,,,,,4,,,,2,21
2015 Spring,Film and Media,FILM,Film,140,4,Spec Topics: Film,Laura Ruberto,31728,,6,3,1,1,,,,,,1,,1,,,,,1,14
2015 Spring,Film and Media,FILM,Film,151,1,Auteur Theory,Weihong Bao,31729,,4,5,2,1,,,,,,,,,2,,1,,,15
2015 Spring,Film and Media,FILM,Film,151,2,Auteur Theory,Eileen Jones,31735,,3,3,4,1,1,2,,,,,,,1,,,,1,16
2015 Spring,Film and Media,FILM,Film,160,1,National Cinema,Anne Nesbet,31747,1,5,1,,2,2,,,,,,,,2,,1,,,14
2015 Spring,Film and Media,FILM,Film,160,2,National Cinema,Anton Kaes,31749,2,5,4,1,2,,,,,,,,3,,,1,,,18
2015 Spring,Film and Media,FILM,Film,180A,1,Screenwriting,J Kopell,31753,,13,2,1,,,,,,,,,,,,,,,16
2015 Spring,Film and Media,FILM,Film,186,1,Special Topics,Silvia Turchin,31972,2,4,2,1,1,1,,,,,,,,,,,,,11
2015 Spring,Film and Media,FILM,Film,187A,1,Adv Digital Video,J Kopell,31756,,9,,,,1,,,,,,,,,,,,,10
2015 Spring,Film and Media,FILM,Film,198,4,Directed Group Stdy,Emily Carpenter,31819,,,,,,,,,,,,,,18,,1,,,19
2015 Spring,French,FRENCH,French,1,1,Elementary French,Brock Imel; Seda Chavdarian,32203,,4,1,2,2,,,,,,,,,2,,,,,11
2015 Spring,French,FRENCH,French,1,2,Elementary French,Danielle Boucher; Seda Chavdarian,32206,,6,2,3,1,,,,,,,,,3,,,,,15
2015 Spring,French,FRENCH,French,1,3,Elementary French,Seda Chavdarian; Simon Rogghe,32209,,8,1,1,2,,1,,,,,,,2,2,,,,17
2015 Spring,French,FRENCH,French,1,4,Elementary French,Seda Chavdarian; Travis Wilds,32212,,8,2,4,1,1,1,,,,,,,2,,,,,19
2015 Spring,French,FRENCH,French,1,5,Elementary French,Danielle Boucher; Seda Chavdarian,32215,,9,2,4,1,,,,,,,,,4,1,1,,,22
2015 Spring,French,FRENCH,French,1,6,Elementary French,Leslie Martin; Seda Chavdarian,32218,,10,5,,1,,,,,,,,1,2,,1,,,20
2015 Spring,French,FRENCH,French,1,7,Elementary French,Matthew Smith; Seda Chavdarian,32221,,11,2,2,4,,,,,,,,,,1,,,,20
2015 Spring,French,FRENCH,French,1,8,Elementary French,Anna Skrzypczynska; Seda Chavdarian,32224,,5,4,2,1,,,1,,,,,,1,,1,,,15
2015 Spring,French,FRENCH,French,R1A,1,Eng Com With Fr Lit,Debarati Sanyal; Linda Louie,32227,,5,6,5,,,,,,,,,,,,,,,16
2015 Spring,French,FRENCH,French,R1A,2,Eng Com With Fr Lit,Debarati Sanyal; Vanessa Brutsche,32229,,3,10,1,3,,1,,,,,,,,,,,,18
